Sentences,Date
Q: OKAY.,3/3/1995
"AND THE WINDOW WHERE YOU WERE STANDING IS ABOUT A HUNDRED AND 40 FEET FROM THE STREET, CORRECT?",3/3/1995
"MR. COCHRAN: YOUR HONOR, OBJECT TO THE FORM OF THE QUESTION.",3/3/1995
THE COURT: OVERRULED.,3/3/1995
SHE CAN ANSWER IF SHE KNOWS.,3/3/1995
"THE WITNESS: I DON'T KNOW, SIR, HOW LONG -- FAR IT'S IN FEET.",3/3/1995
Q: BY MR. DARDEN: OKAY.,3/3/1995
"BUT FROM YOUR POSITION INSIDE THE HOUSE, YOU WERE ABLE TO SEE THAT THE PASSENGER IN MR. SIMPSON'S VEHICLE HAD BLOND HAIR?",3/3/1995
"A: I ONLY SAW PART OF THE HAIR, SIR.",3/3/1995
Q: BUT YOU COULD TELL THAT IT WAS BLOND?,3/3/1995
"A: YES, SIR.",3/3/1995
Q: FROM THAT DISTANCE?,3/3/1995
"A: YES, SIR.",3/3/1995
"Q: NOW, MR. SIMPSON'S CAR PASSED THE FRONT OF YOUR HOUSE, RIGHT?",3/3/1995
"A: YES, SIR.",3/3/1995
Q: OKAY.,3/3/1995
"AND AS THE CAR PASSED YOUR HOUSE, YOU SAW MR. SIMPSON IN THE DRIVER'S SEAT, RIGHT?",3/3/1995
"A: YES, SIR.",3/3/1995
Q: SO MR. SIMPSON WAS SEATED IN THE CHAIR CLOSEST TO YOU?,3/3/1995
"A: YES, SIR.",3/3/1995
Q: COULD YOU SEE THROUGH MR. SIMPSON AND SEE THE MAN IN THE PASSENGER SEAT?,3/3/1995
"MR. COCHRAN: OBJECT TO THE FORM OF THAT QUESTION, YOUR HONOR.",3/3/1995
IT'S ARGUMENTATIVE.,3/3/1995
THE COURT: OVERRULED.,3/3/1995
"THE WITNESS: WELL, IT CAN BE SEEN, SIR.",3/3/1995
Q: BY MR. DARDEN: I'M SORRY?,3/3/1995
"THE INTERPRETER: IT CAN BE SEEN, SIR.",3/3/1995
Q: BY MR. DARDEN: IT CAN BE SEEN.,3/3/1995
"YOU TOLD MR. BILL OR RATHER YOU AGREED WITH MR. BILL WHEN HE SAID THAT IT WAS KATO KAELIN THAT WAS IN THE CAR, CORRECT?",3/3/1995
MR. COCHRAN: OBJECT.,3/3/1995
"THAT MISSTATES THE TESTIMONY, YOUR HONOR.",3/3/1995
THE COURT: OVERRULED.,3/3/1995
IT'S ON THE TAPE.,3/3/1995
MR. DARDEN: CAN WE HAVE AN ANSWER?,3/3/1995
THE WITNESS: I NEVER TOLD HIM THAT IT WAS KATO KAELIN.,3/3/1995
"Q: BY MR. DARDEN: BUT YOU AGREED WITH MR. BILL WHEN HE SAID THAT THE PERSON WAS KATO KAELIN, CORRECT?",3/3/1995
"A: IF THAT'S WHAT HE SAID, SIR.",3/3/1995
I DIDN'T KNOW WHO IT WAS.,3/3/1995
"PERHAPS HE KNEW BETTER, MORE THAN I DID.",3/3/1995
"Q: AND YOU TOLD MR. BILL THAT YOU SAW THE BRONCO PARKED AT 11:00 P.M., CORRECT?",3/3/1995
"A: THAT'S WHAT HE SAID, SIR, NOT I. Q: WELL, WHEN HE SAID THAT YOU SAW IT AT 11:00 O'CLOCK, YOU AGREED WITH HIM, CORRECT?",3/3/1995
"MR. COCHRAN: OBJECT TO THE FORM OF THAT QUESTION, YOUR HONOR.",3/3/1995
THE COURT: OVERRULED.,3/3/1995
"THE WITNESS: I NEVER AGREED ON ANYTHING, SIR.",3/3/1995
"HE WOULD SAY THAT AND I WOULD SAY, ""WELL, OKAY.""",3/3/1995
"Q: BY MR. DARDEN: WELL, WHEN YOU SAID, ""WELL, OKAY,"" YOU WERE AGREEING WITH MR. PAVELIC'S STATEMENT, CORRECT?",3/3/1995
"A: IF THAT'S WHAT IT SAID, SIR.",3/3/1995
"Q: WELL, IS THAT WHAT YOU'RE SAYING, MISS LOPEZ?",3/3/1995
"A: YES, SIR.",3/3/1995
Q: OKAY.,3/3/1995
SO YOU SAW THE BRONCO AT 11:00 O'CLOCK?,3/3/1995
"A: NO, SIR.",3/3/1995
"I NEVER SAID 11:00, SIR.",3/3/1995
Q: OKAY.,3/3/1995
LET ME READ TO YOU A QUESTION AND ANSWER.,3/3/1995
WHAT COCHRAN: WHAT PAGE?,3/3/1995
"MR. DARDEN: PAGE 8, LINES 1 THROUGH 6.",3/3/1995
Q: BY MR. DARDEN: OKAY.,3/3/1995
"DO YOU RECALL -- THE INTERPRETER: EXCUSE ME, YOUR HONOR.",3/3/1995
"DO YOU WANT ME TO TRANSLATE SIMULTANEOUSLY OR -- THE COURT: CONSECUTIVELY, PLEASE.",3/3/1995
Q: BY MR. DARDEN: DO YOU RECALL BEING ASKED THE FOLLOWING QUESTIONS AND GIVING THE FOLLOWING ANSWERS?,3/3/1995
AND THESE QUESTIONS WERE BY MR. PAVELIC.,3/3/1995
"""QUESTION: SO YOU SAW THE CAR PARKED THERE THE WHOLE TIME?""",3/3/1995
"YOUR ANSWER WAS: ""YES.""",3/3/1995
"MR. PAVELIC ASKED: ""LET'S SAY FROM 8:30 ALL THE WAY UP UNTIL 11:00 O'CLOCK.""",3/3/1995
"YOUR RESPONSE WAS: ""YES.""",3/3/1995
DO YOU RECALL BEING ASKED THOSE QUESTIONS AND GIVING THOSE RESPONSES?,3/3/1995
"A: I DON'T REMEMBER THAT HE TOLD ME 11:00, SIR.",3/3/1995
Q: OKAY.,3/3/1995
"WELL, YOU JUST HEARD A TAPE HERE IN COURT A MOMENT AGO, CORRECT?",3/3/1995
"A: YES, SIR.",3/3/1995
Q: OKAY.,3/3/1995
"AND THAT WAS YOUR VOICE ON THE TAPE, CORRECT?",3/3/1995
"A: YES, SIR.",3/3/1995
Q: DID YOU HEAR YOURSELF ON THE TAPE AGREE WITH MR. PAVELIC WHEN HE SAID THAT YOU SAW THE BRONCO ALL THE WAY UP UNTIL 11:00 O'CLOCK?,3/3/1995
"A: I NEVER TOLD HIM THAT I HAD SEEN THE BRONCO AT 11:00 O'CLOCK, SIR, BUT IF IT SAYS YES, THEN I SAY YES.",3/3/1995
"Q: WELL, IF YOU SAID YES THEN, WERE YOU TELLING THE TRUTH?",3/3/1995
MR. COCHRAN: OBJECT TO THE FORM OF THAT QUESTION.,3/3/1995
THE COURT: OVERRULED.,3/3/1995
"THE WITNESS: I'VE NEVER -- I NEVER WAS LOOKING AT -- OUT INTO THE STREET AT 11:00, SIR.",3/3/1995
Q: BY MR. DARDEN: OKAY.,3/3/1995
"WELL, WHEN YOU AGREED WITH MR. PAVELIC THAT YOU HAD SEEN THE BRONCO AT 11:00 O'CLOCK, YOU WERE LYING, WEREN'T YOU?",3/3/1995
MR. COCHRAN: OBJECT.,3/3/1995
"YOUR HONOR, OBJECT TO THE FORM OF THAT QUESTION.",3/3/1995
IT'S ARGUMENTATIVE.,3/3/1995
THE COURT: OVERRULED.,3/3/1995
"THE WITNESS: NO, SIR, BECAUSE I NEVER TOLD HIM THAT I HAD SEEN IT AT 11:00 O'CLOCK, SIR.",3/3/1995
"HE TOLD ME, SIR.",3/3/1995
Q: BY MR. DARDEN: OKAY.,3/3/1995
"AND WHEN HE TOLD YOU, YOU AGREED WITH HIM, DIDN'T YOU?",3/3/1995
"A: IF HE SAID SO, SIR.",3/3/1995
"Q: NOW, YOU'VE TOLD US HERE IN COURT THAT YOU HAD NOT WALKED THE DOGS AT 10:15 OR 10:20.",3/3/1995
"A: YES, SIR.",3/3/1995
"Q: BUT YOU TOLD MR. PAVELIC MORE THAN ONCE THAT YOU DID WALK THE DOG AT 10:15 OR 10:20, CORRECT?",3/3/1995
A: I TOLD HIM AFTER 10:00.,3/3/1995
I NEVER GAVE HIM THE EXACT TIME.,3/3/1995
"Q: WELL, YOU JUST HEARD YOUR VOICE ON THE TAPE, CORRECT?",3/3/1995
"A: YES, SIR.",3/3/1995
Q: OKAY.,3/3/1995
AND DIDN'T YOU HEAR YOURSELF TELL MR. BILL THAT YOU WALKED THE DOG AT 10:15 OR 10:20?,3/3/1995
"A: BUT AS I TOLD YOU, SIR, THAT I SAW MY CLOCK AT 10:00 O'CLOCK; AND AFTER THAT, I BOILED MY WATER AND I MADE MY TEA, I TOOK THE COLLAR OFF THE DOG, FEMALE CONNOTATION, AND I PUT THE LEASH ON AND THEN WE GO OUT.",3/3/1995
"THE EXACT MINUTES I DON'T KNOW, SIR (IN BROKEN ENGLISH).",3/3/1995
"Q: BUT YOU TOLD MR. BILL THAT YOU TOOK THE DOG OUT AT 10:15 OR 10:20, CORRECT?",3/3/1995
MR. COCHRAN: ASKED AND ANSWERED.,3/3/1995
THE COURT: OVERRULED.,3/3/1995
"THE WITNESS: IF THAT WAS IT, SIR, THEN THE ENTIRE -- YOU CALCULATE IT.",3/3/1995
Q: BY MR. DARDEN: OKAY.,3/3/1995
"MISS LOPEZ, YOU HEARD YOUR VOICE ON THE TAPE, RIGHT?",3/3/1995
"A: YES, SIR.",3/3/1995
Q: DIDN'T YOU TELL MR. BILL THAT YOU TOOK THE DOG OUT FOR A WALK AT 10:15 OR 10:20?,3/3/1995
"MR. COCHRAN: THE TAPE SPEAKS FOR ITSELF, YOUR HONOR.",3/3/1995
ASKED AND ANSWERED.,3/3/1995
THE COURT: OVERRULED.,3/3/1995
"THE WITNESS: WELL, YES, BECAUSE I NEVER KNEW THE EXACT TIME.",3/3/1995
I SAID BETWEEN 10:15 AND 10:20.,3/3/1995
Q: BY MR. DARDEN: OKAY.,3/3/1995
SO YOU DID SAY 10:15 AND 10:20?,3/3/1995
"A: YES, BECAUSE I SAID AFTER 10:00.",3/3/1995
Q: OKAY.,3/3/1995
"AND WHEN YOU SAID 10:15 OR 10:20, YOU SAID THAT KNOWING THAT YOU -- THAT YOU DID NOT KNOW THE EXACT TIME?",3/3/1995
"MR. COCHRAN: OBJECT, YOUR HONOR.",3/3/1995
THAT'S ARGUMENTATIVE.,3/3/1995
SHE SAID AFTER 10:00.,3/3/1995
"OBJECT, YOUR HONOR.",3/3/1995
THE COURT: SUSTAINED.,3/3/1995
IT'S ARGUMENTATIVE.,3/3/1995
"MR. DARDEN: SHE JUST SAID THAT, YOUR HONOR.",3/3/1995
THE COURT: IT'S ARGUMENTATIVE.,3/3/1995
REPHRASE THE QUESTION.,3/3/1995
"Q: BY MR. DARDEN: WELL, WHEN YOU SAID 10:15 OR 10:20, DID YOU SAY THAT KNOWING THAT YOU DIDN'T KNOW THE EXACT TIME?",3/3/1995
"MR. COCHRAN: ARGUMENTATIVE, YOUR HONOR.",3/3/1995
THE COURT: NOT AS IT'S PHRASED.,3/3/1995
OVERRULED.,3/3/1995
"THE WITNESS: YES, SIR, BECAUSE I NEVER GAVE THE EXACT TIME, SIR.",3/3/1995
"Q: BY MR. DARDEN: AS A MATTER OF FACT, YOU TOLD MR. BILL THAT YOU TOOK MORE THAN ONE DOG OUT FOR A WALK, CORRECT?",3/3/1995
"MR. COCHRAN: YOUR HONOR, THAT MISSTATES THE EVIDENCE.",3/3/1995
THE COURT: OVERRULED.,3/3/1995
MR. COCHRAN: OBJECT.,3/3/1995
THE COURT: OVERRULED.,3/3/1995
"THE WITNESS: THERE'S ONLY ONE DOG IN THAT HOUSE, SIR.",3/3/1995
"Q: BY MR. DARDEN: WELL, WHEN MR. BILL SAID OR RATHER ASKED YOU AT PAGE 10: ""QUESTION: THEN AT ABOUT 10:15 OR 10:20, YOU TAKE THE DOGS FOR A WALK,"" YOUR RESPONSE IS, QUOTE, ""TO A WALK, YES.""",3/3/1995
"MR. COCHRAN: MAY I BE HEARD, YOUR HONOR, ON THAT?",3/3/1995
UNFAIR.,3/3/1995
MIGHT I BE HEARD?,3/3/1995
OBJECTION.,3/3/1995
THE COURT: OVERRULED.,3/3/1995
YOU CAN CLEAN IT UP ON CROSS-EXAMINATION IF YOU FEEL IT'S DIFFERENT.,3/3/1995
THE TAPE SPEAKS FOR ITSELF.,3/3/1995
Q: BY MR. DARDEN: SO YOU AGREE WITH MR. BILL WHEN SAID THAT YOU ACTUALLY TOOK MORE THAN ONE DOG OUT FOR A WALK?,3/3/1995
"MR. COCHRAN: OBJECTION, YOUR HONOR.",3/3/1995
MISSTATES.,3/3/1995
THE COURT: OVERRULED.,3/3/1995
Q: BY MR. DARDEN: DIDN'T YOU?,3/3/1995
"A: SIR, THERE'S ONLY ONE DOG.",3/3/1995
HOW AM I GOING TO MAKE ONE MORE UP?,3/3/1995
"MAYBE HE DIDN'T UNDERSTAND ME, SIR.",3/3/1995
"Q: WELL, YOU UNDERSTOOD HIM, DIDN'T YOU?",3/3/1995
"A: A LITTLE, SIR.",3/3/1995
Q: ARE YOU SAYING NOW THAT YOU DIDN'T UNDERSTAND THE QUESTIONS MR. BILL ASKED YOU?,3/3/1995
MR. COCHRAN: OBJECT TO THE FORM OF THE QUESTION.,3/3/1995
"IT'S VAGUE, ARGUMENTATIVE.",3/3/1995
THE COURT: OVERRULED.,3/3/1995
THE WITNESS: I DIDN'T SAY ABOUT THE QUESTIONS.,3/3/1995
IT'S NOT THAT THEY SAY IT'S ABOUT THE DOGS.,3/3/1995
THEY ONLY HAVE ONE DOG AND YOU HAVE PROVEN THAT.,3/3/1995
"Q: BY MR. DARDEN: AT ANY TIME THAT NIGHT OTHER THAN WHEN YOU SAW MR. SIMPSON DRIVE AWAY IN HIS CAR, DID YOU SEE MR. SIMPSON?",3/3/1995
"A: NO, SIR.",3/3/1995
Q: OKAY.,3/3/1995
YOU DIDN'T SEE HIM PLAYING GOLF IN FRONT OF THE HOUSE THAT NIGHT?,3/3/1995
A: I'VE NEVER SAID THAT I'VE SEEN HIM PLAY GOLF.,3/3/1995
Q: HAVE YOU EVER SEEN HIM PLAY GOLF?,3/3/1995
"A: I KNOW HE PLAYS GOLF BECAUSE MICHELLE TOLD ME, BUT I'VE NEVER SEEN HIM PLAY.",3/3/1995
Q: SO YOU DIDN'T SEE HIM PLAYING GOLF IN FRONT OF HIS HOUSE THAT NIGHT?,3/3/1995
"MR. COCHRAN: YOUR HONOR, MISSTATES THE EVIDENCE, HE'S PLAYING GOLF.",3/3/1995
THE COURT: OVERRULED.,3/3/1995
"THE WITNESS: NO, SIR.",3/3/1995
(DISCUSSION HELD OFF THE RECORD BETWEEN THE DEPUTY DISTRICT ATTORNEY AND DEFENSE COUNSEL.),3/3/1995
"MR. DARDEN: MAY I HAVE ONE MOMENT, YOUR HONOR?",3/3/1995
THE COURT: CERTAINLY.,3/3/1995
"MR. DARDEN: YOUR HONOR, I HAVE A PHOTOGRAPH.",3/3/1995
MAY IT BE MARKED PEOPLE'S 9 -- THE COURT: 95.,3/3/1995
MR. DARDEN: 95.,3/3/1995
(PEO'S 95 FOR ID = PHOTOGRAPH) MR. DARDEN: I'VE SHOWN IT TO DEFENSE COUNSEL.,3/3/1995
(DISCUSSION HELD OFF THE RECORD BETWEEN THE DEPUTY DISTRICT ATTORNEYS.),3/3/1995
"Q: BY MR. DARDEN: MISS LOPEZ, IF YOU WOULD JUST TAKE A LOOK AT YOUR MONITOR FOR A MOMENT.",3/3/1995
IS THAT THE MAN THAT CAME TO YOUR HOUSE THE MORNING OF JUNE 13TH?,3/3/1995
"A: YES, SIR.",3/3/1995
Q: AND YOU WATCHED THIS MAN TESTIFY YOU SAY?,3/3/1995
"A: I SAW PART OF IT, A LITTLE.",3/3/1995
Q: OKAY.,3/3/1995
AND DID YOU SEE THE PHOTOGRAPH HERE ON TELEVISION?,3/3/1995
"A: I SAW HIM IN PERSON SITTING ON THE CHAIR, ON THIS CHAIR WHERE I AM, SIR.",3/3/1995
Q: OKAY.,3/3/1995
AND YOU SAW HIS NAME JUST LIKE IN THE PICTURE THERE?,3/3/1995
"A: HE SAID SO, SIR.",3/3/1995
"Q: WELL, DURING YOUR INTERVIEW WITH MR. PAVELIC, HE WAS THE FIRST PERSON TO MENTION THE NAME MARK FUHRMAN, CORRECT?",3/3/1995
"A: YES, SIR.",3/3/1995
"Q: YOU COULDN'T RECALL THE DETECTIVE'S NAME, CORRECT?",3/3/1995
"A: I COULDN'T PRONOUNCE THE LAST NAME, SIR.",3/3/1995
"Q: SO THAT THE RECORD IS CLEAR, WAS 9:30 P.M.",3/3/1995
THE ONLY TIME THAT YOU HEARD FOOTSTEPS GOING IN THE DIRECTION OF THE AIR-CONDITIONER?,3/3/1995
A: THEY WERE IN THE DIRECTION OF THE GARAGE.,3/3/1995
"Q: AND YOU TOLD MR. BILL THAT THE FOOTSTEPS WERE GOING IN THE DIRECTION OF THE AIR-CONDITIONER, RIGHT?",3/3/1995
"MR. COCHRAN: BAD DIRECTION, YOUR HONOR.",3/3/1995
THE COURT: OVERRULED.,3/3/1995
Q: BY MR. DARDEN: CORRECT?,3/3/1995
THE COURT: YOU CAN ANSWER THE QUESTION.,3/3/1995
"THE WITNESS: YES, SIR.",3/3/1995
"Q: BY MR. DARDEN: AND WHEN YOU SAID THAT TO MR. BILL, DID YOU KNOW WHERE EXACTLY THE AIR-CONDITIONER WAS LOCATED?",3/3/1995
"A: YES, SIR.",3/3/1995
Q: OKAY.,3/3/1995
YOU'VE SEEN THE AIR-CONDITIONER BEFORE?,3/3/1995
"A: OH, YES, SIR.",3/3/1995
"Q: BUT IT WAS MR. BILL WHO FIRST MENTIONED THE AIR CONDITIONING UNIT, CORRECT?",3/3/1995
"A: MAYBE HE WAS THE FIRST ONE TO MENTION IT, SIR.",3/3/1995
"MR. DARDEN: MAY I HAVE ONE MOMENT, YOUR HONOR?",3/3/1995
I THINK I'M ALMOST DONE.,3/3/1995
PERHAPS I AM.,3/3/1995
THE COURT: CERTAINLY.,3/3/1995
(DISCUSSION HELD OFF THE RECORD BETWEEN THE DEPUTY DISTRICT ATTORNEYS.),3/3/1995
"Q: BY MR. DARDEN: MISS LOPEZ, DID YOU SEE THE AIR CONDITIONING UNIT -- A: YES, SIR.",3/3/1995
Q: -- ON TELEVISION?,3/3/1995
"A: NO, SIR.",3/3/1995
Q: OKAY.,3/3/1995
(DISCUSSION HELD OFF THE RECORD BETWEEN THE DEPUTY DISTRICT ATTORNEYS.),3/3/1995
"Q: BY MR. DARDEN: WHEN YOU SPOKE TO MR. BILL AND DURING YOUR DISCUSSIONS ABOUT DETECTIVE FUHRMAN, YOU TOLD MR. BILL THAT DETECTIVE FUHRMAN SEEMED TO BE A NICE MAN.",3/3/1995
MR. COCHRAN: WHAT PAGE?,3/3/1995
"MR. DARDEN: PAGE 11, LINE 26 AND 27.",3/3/1995
THE COURT: TOLD PAVELIC THAT FUHRMAN WAS A NICE MAN.,3/3/1995
"MR. COCHRAN: WHAT PAGE, WHAT LINE?",3/3/1995
THE COURT: BOTTOM LINE.,3/3/1995
"Q: BY MR. DARDEN: BUT YOU ONLY SPOKE TO HIM FOR 10 SECONDS, CORRECT?",3/3/1995
"MR. COCHRAN: YOUR HONOR, JUST A MOMENT.",3/3/1995
MISSTATES -- THAT MISSTATES THE TRANSCRIPT.,3/3/1995
THE COURT: OVERRULED.,3/3/1995
THE WITNESS: I DON'T REMEMBER HAVING SAID THAT IT WAS -- HE WAS A NICE PERSON.,3/3/1995
"Q: BY MR. DARDEN: WELL, WHAT DID YOU SAY ABOUT HIM?",3/3/1995
"A: I DIDN'T SAY ANYTHING BAD ABOUT HIM, WHATEVER WAS CORRECT.",3/3/1995
Q: YOU DIDN'T TELL DETECTIVE FUHRMAN THAT YOU SAW THE BRONCO PARKED OUTSIDE AT 10:15?,3/3/1995
"A: NO, SIR.",3/3/1995
Q: OKAY.,3/3/1995
YOU DIDN'T TELL DETECTIVE FUHRMAN THAT YOU WALKED THE DOG SOMETIME AFTER 10:00 CLOCK?,3/3/1995
"MR. COCHRAN: OBJECTION, YOUR HONOR.",3/3/1995
SHE WASN'T ASKED THOSE QUESTIONS.,3/3/1995
OBJECTION.,3/3/1995
THE COURT: OVERRULED.,3/3/1995
"THE WITNESS: NO, SIR.",3/3/1995
Q: BY MR. DARDEN: YOU DIDN'T TELL DETECTIVE FUHRMAN THAT YOU SAW MR. SIMPSON LEAVE WITH A BLOND-HAIRED PERSON?,3/3/1995
"A: NO, SIR.",3/3/1995
Q: YOU DIDN'T TELL DETECTIVE FUHRMAN THAT YOU HEARD A PROWLER?,3/3/1995
A: I DIDN'T SAY A PROWLER.,3/3/1995
"I SAID FOOTSTEPS, SIR.",3/3/1995
"Q: BUT YOU TOLD MR. BILL THAT YOU HEARD A PROWLER, CORRECT?",3/3/1995
"MR. COCHRAN: ASKED AND ANSWERED, YOUR HONOR.",3/3/1995
THE COURT: I THINK WE'VE GONE OVER THIS.,3/3/1995
WE'VE GONE OVER THIS ALREADY.,3/3/1995
Q: BY MR. DARDEN: OKAY.,3/3/1995
"ALL YOU TOLD MR. -- THE INTERPRETER: EXCUSE ME, YOUR HONOR.",3/3/1995
I DIDN'T HEAR THE RULING OF THE COURT.,3/3/1995
THE COURT: WE HAVE GONE OVER THIS ALREADY.,3/3/1995
SUSTAINED.,3/3/1995
MR. DARDEN: MAY I HAVE ONE MOMENT?,3/3/1995
THE COURT: CERTAINLY.,3/3/1995
(DISCUSSION HELD OFF THE RECORD BETWEEN THE DEPUTY DISTRICT ATTORNEYS.),3/3/1995
"Q: BY MR. DARDEN: THE ONLY THING THAT YOU TOLD DETECTIVE FUHRMAN -- MR. COCHRAN: OBJECT TO THE FORM OF THIS QUESTION, THE ONLY THING.",3/3/1995
THE COURT: OVERRULED.,3/3/1995
Q: BY MR. DARDEN: -- WAS THAT YOU HEARD SOMEONE TALKING AT 9:00 O'CLOCK AND AT 11:00 O'CLOCK?,3/3/1995
MR. COCHRAN: OBJECT.,3/3/1995
I WOULD LIKE TO SEE WHAT COUNSEL IS READING.,3/3/1995
WE DON'T HAVE IT.,3/3/1995
I WOULD LIKE TO SEE IT.,3/3/1995
THE COURT: ALL RIGHT.,3/3/1995
"WHY DON'T YOU APPROACH WITH THE -- MR. DARDEN: IT IS IN THE COURT'S TRANSCRIPT, YOUR HONOR.",3/3/1995
MR. COCHRAN: I THOUGHT HE WAS READING NOTES IN FRONT OF HIM.,3/3/1995
THE COURT: REFERRING TO THE TRANSCRIPT?,3/3/1995
"MR. DARDEN: YES, YOUR HONOR.",3/3/1995
"MR. COCHRAN: WHERE ARE YOU, COUNSEL?",3/3/1995
"MR. DARDEN: PAGE 13, LINE 10.",3/3/1995
Q: BY MR. DARDEN: SO THE ONLY THING THAT YOU TOLD DETECTIVE FUHRMAN WAS THAT YOU HEARD SOMEBODY TALKING?,3/3/1995
A: I TOLD HIM THAT I HEARD VOICES AND THAT I HAD HEARD NOISES.,3/3/1995
"Q: WELL, IT WAS MR. BILL WHO SUGGESTED TO YOU THAT YOU TOLD FUHRMAN THAT YOU HEARD NOISES?",3/3/1995
MR. COCHRAN: OBJECT TO THE FORM OF THE QUESTION.,3/3/1995
"SHE JUST TESTIFIED -- ARGUMENTATIVE, THE FORM.",3/3/1995
MR. DARDEN: IT'S RIGHT THERE IN THE TRANSCRIPT.,3/3/1995
THE COURT: OVERRULED.,3/3/1995
THE WITNESS: WHAT WAS THAT?,3/3/1995
Q: BY MR. DARDEN: IT WAS DETECTIVE FUHRMAN THAT SUGGESTED TO YOU -- I'M SORRY.,3/3/1995
I MISSPOKE.,3/3/1995
IT WAS MR. BILL THAT SUGGESTED TO YOU THAT YOU TOLD DETECTIVE FUHRMAN THAT YOU HEARD SOME NOISES?,3/3/1995
MR. COCHRAN: OBJECT TO THE FORM OF THAT QUESTION.,3/3/1995
THE COURT: OVERRULED.,3/3/1995
"THE WITNESS: I WAS THE ONE THAT TOLD HIM SIR, NOT HIM.",3/3/1995
"Q: BY MR. DARDEN: YOU HEARD THE TAPE OF YOUR INTERVIEW WITH MR. PAVELIC, RIGHT?",3/3/1995
"A: YES, SIR.",3/3/1995
Q: AND DID YOU HEAR YOURSELF STATE TO MR. BILL THAT YOU TOLD DETECTIVE FUHRMAN THAT YOU HEARD SOMEBODY TALKING FROM 9:00 O'CLOCK TO 11:00 O'CLOCK?,3/3/1995
"A: YES, SIR.",3/3/1995
Q: OKAY.,3/3/1995
"AND AFTER YOU SAID THAT -- MR. DARDEN: I'M DIRECTING COURT AND COUNSEL TO PAGE 13, LINE 13.",3/3/1995
"Q: BY MR. DARDEN: AND AFTER YOU SAID THAT, MR. BILL ASKED: ""SO YOU TOLD HIM THAT YOU HEARD SOME NOISES,"" AND YOU RESPONDED: ""YES.""",3/3/1995
MR. COCHRAN: I'M GOING TO OBJECT.,3/3/1995
"THAT'S NOT IMPEACHING, YOUR HONOR.",3/3/1995
THE COURT: OVERRULED.,3/3/1995
IS THERE A QUESTION AFTER THAT?,3/3/1995
"THE WITNESS: YES, SIR.",3/3/1995
Q: BY MR. DARDEN: SO IT WAS MR. BILL WHO FIRST MENTIONED OR SUGGESTED THAT YOU TOLD FUHRMAN THAT YOU HEARD NOISES?,3/3/1995
MR. COCHRAN: OBJECTION.,3/3/1995
LEADING AND SUGGESTIVE.,3/3/1995
"THAT'S ARGUMENTATIVE, THE QUESTION.",3/3/1995
THE COURT: OVERRULED.,3/3/1995
"THE WITNESS: NO, SIR.",3/3/1995
"I WAS THE ONE WHO TOLD HIM, SIR.",3/3/1995
"Q: BY MR. DARDEN: WELL, THE NOISES THAT YOU'RE REFERRING TO ARE THE VOICES YOU HEARD; IS THAT RIGHT?",3/3/1995
"A: WHEN I SAY NOISES, THEY -- IT'S ABOUT FOOTSTEPS AND VOICES, SIR.",3/3/1995
"I WAS REFERRING TO WHAT I HAD HEARD, SIR.",3/3/1995
"Q: WELL, YOU NEVER TOLD DETECTIVE FUHRMAN THAT YOU HEARD FOOTSTEPS?",3/3/1995
"A: HE NEVER ASKED ME, SIR.",3/3/1995
THE INTERPRETER: I AM SORRY.,3/3/1995
I DIDN'T GET THAT COMPLETE QUESTION.,3/3/1995
YOU NEVER TOLD DETECTIVE FUHRMAN -- Q: BY MR. DARDEN: THAT YOU HEARD FOOTSTEPS.,3/3/1995
A: BECAUSE HE DIDN'T ASK ME.,3/3/1995
Q: OKAY.,3/3/1995
"NOW, DID MICHELLE ASK YOU IF YOU HEARD FOOTSTEPS?",3/3/1995
A: I DON'T REMEMBER IF SHE ASKED ME.,3/3/1995
Q: OKAY.,3/3/1995
"NOW, HOW MANY DAYS AFTER THE MURDER OF NICOLE BROWN AND RON GOLDMAN WAS IT THAT YOU SPOKE TO MICHELLE?",3/3/1995
A: A FEW DAYS AFTER.,3/3/1995
Q: OKAY.,3/3/1995
WOULD THAT BE TWO OR THREE DAYS AFTER?,3/3/1995
A: I DON'T REMEMBER.,3/3/1995
Q: WOULD IT BE SOMETHING LIKE TWO OR THREE DAYS?,3/3/1995
"A: IT'S THAT I DON'T REMEMBER, SIR.",3/3/1995
Q: COULD IT HAVE BEEN AS LONG AS A WEEK AFTER THE MURDERS?,3/3/1995
"A: I DON'T REMEMBER, SIR.",3/3/1995
Q: BUT IT WAS SHORTLY AFTER?,3/3/1995
"A: A LITTLE AFTER THAT, YES.",3/3/1995
Q: OKAY.,3/3/1995
"AND THEN IT WAS WHAT, JULY 29 THAT YOU FIRST SPOKE TO MR. BILL?",3/3/1995
"A: YES, SIR.",3/3/1995
Q: AND SO SEVERAL WEEKS TRANSPIRED BETWEEN THE TIME THAT YOU SPOKE TO MICHELLE AND YOUR CONVERSATION WITH MR. BILL?,3/3/1995
A: YES.,3/3/1995
"ABOUT -- MAYBE, SIR.",3/3/1995
"Q: AND YOUR MEMORY BEGAN TO FADE DURING THAT TIME PERIOD, RIGHT?",3/3/1995
"A: I DON'T THINK MY MEMORY FAILS ME, SIR.",3/3/1995
Q: I AM SORRY.,3/3/1995
WHAT WAS THAT ANSWER?,3/3/1995
"A: I DON'T THINK MY MEMORY FAILS ME, SIR.",3/3/1995
