Sentences,INDX,date_binary,Tags_Clean,Has_Date,Tags_Trim
"DR. BADEN: Atlas of legal medicine, which is the first English book in forensic medicine in japan in the 1960's that I am aware of.",366247,['1'],"['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'E-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORDINAL', 'S-LANGUAGE', 'O', 'O', 'O', 'O', 'O', 'S-GPE', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['DR B-ORG', '. I-ORG', 'BADEN I-ORG', ': I-ORG', 'Atlas E-ORG', 'of O', 'legal O', 'medicine O', ', O', 'which O', 'is O', 'the O', 'first S-ORDINAL', 'English O', 'book O', 'in O', 'forensic O', 'medicine O', 'in O', 'japan S-GPE', 'in O', 'the O', '1960 S-DATE', ""'s O"", 'that O', 'I O', 'am O', 'aware O', 'of O', '. O']"
THE CLERK: Please have a seat on the witness stand and state and spell your first and last names for the record.,307853,['0'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['THE O', 'CLERK O', ': O', 'Please O', 'have O', 'a O', 'seat O', 'on O', 'the O', 'witness O', 'stand O', 'and O', 'state O', 'and O', 'spell O', 'your O', 'first S-ORDINAL', 'and O', 'last O', 'names O', 'for O', 'the O', 'record O', '. O']"
Q: AND DO YOU KNOW WHAT TIME IT BEGAN -- THAT SHOW BEGAN ON SUNDAY NIGHT ON JUNE THE 12TH?,29780,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'S-TIME', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O']",1,"['Q O', ': O', 'AND O', 'DO O', 'YOU O', 'KNOW O', 'WHAT O', 'TIME O', 'IT O', 'BEGAN O', '-- O', 'THAT O', 'SHOW O', 'BEGAN O', 'ON O', 'SUNDAY S-DATE', 'NIGHT S-TIME', 'ON O', 'JUNE B-DATE', 'THE I-DATE', '12TH E-DATE', '? O']"
The first is the fact that they picked something from the crime scene.,375518,['0'],"['O', 'S-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['The O', 'first S-ORDINAL', 'is O', 'the O', 'fact O', 'that O', 'they O', 'picked O', 'something O', 'from O', 'the O', 'crime O', 'scene O', '. O']"
"If he's not withdrawing his objection under unavailability, we'll have the chief of cardiology here tomorrow morning so the Court can rule on it.",331201,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'S-ORG', 'O', 'O', 'O', 'O', 'O']",1,"['If O', 'he O', ""'s O"", 'not O', 'withdrawing O', 'his O', 'objection O', 'under O', 'unavailability O', ', O', 'we O', ""'ll O"", 'have O', 'the O', 'chief O', 'of O', 'cardiology O', 'here O', 'tomorrow S-DATE', 'morning O', 'so O', 'the O', 'Court S-ORG', 'can O', 'rule O', 'on O', 'it O', '. O']"
"MR. GOLDBERG: And would it be fair to say, as in the case with some of the other photographs, the photographs that you saw of the socks at Rockingham were again second or third generation?",389028,['0'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-GPE', 'O', 'O', 'S-ORDINAL', 'O', 'S-ORDINAL', 'O', 'O']",1,"['MR O', '. O', 'GOLDBERG S-PERSON', ': O', 'And O', 'would O', 'it O', 'be O', 'fair O', 'to O', 'say O', ', O', 'as O', 'in O', 'the O', 'case O', 'with O', 'some O', 'of O', 'the O', 'other O', 'photographs O', ', O', 'the O', 'photographs O', 'that O', 'you O', 'saw O', 'of O', 'the O', 'socks O', 'at O', 'Rockingham S-GPE', 'were O', 'again O', 'second S-ORDINAL', 'or O', 'third S-ORDINAL', 'generation O', '? O']"
THE COURT: How about the afternoon of June 16th?,231435,['0'],"['O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'E-TIME', 'O']",1,"['THE O', 'COURT O', ': O', 'How O', 'about O', 'the B-TIME', 'afternoon I-TIME', 'of I-TIME', 'June I-TIME', '16th E-TIME', '? O']"
"MR. NEUFELD: Well, didn't you receive a call from one of the Prosecutors back in the middle of May when Robin Cotton was on the witness stand about a request to provide statistical estimates of the mixtures in this case?",271640,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'B-PERSON', 'E-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['MR O', '. O', 'NEUFELD S-PERSON', ': O', 'Well O', ', O', 'did O', ""n't O"", 'you O', 'receive O', 'a O', 'call O', 'from O', 'one S-CARDINAL', 'of O', 'the O', 'Prosecutors O', 'back O', 'in O', 'the B-DATE', 'middle I-DATE', 'of I-DATE', 'May E-DATE', 'when O', 'Robin B-PERSON', 'Cotton E-PERSON', 'was O', 'on O', 'the O', 'witness O', 'stand O', 'about O', 'a O', 'request O', 'to O', 'provide O', 'statistical O', 'estimates O', 'of O', 'the O', 'mixtures O', 'in O', 'this O', 'case O', '? O']"
"And this, Mr. Harmon, is at page 2119 of the materials.",208181,['0'],"['O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O']",1,"['And O', 'this O', ', O', 'Mr. O', 'Harmon S-PERSON', ', O', 'is O', 'at O', 'page O', '2119 S-CARDINAL', 'of O', 'the O', 'materials O', '. O']"
"There's no indication that she would be a contributor to that, although, again, if this were the--if this were all you had, uh, all you could say is, well, I have that one band in 52 and it doesn't belong to her.",182717,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['There O', ""'s O"", 'no O', 'indication O', 'that O', 'she O', 'would O', 'be O', 'a O', 'contributor O', 'to O', 'that O', ', O', 'although O', ', O', 'again O', ', O', 'if O', 'this O', 'were O', 'the O', '-- O', 'if O', 'this O', 'were O', 'all O', 'you O', 'had O', ', O', 'uh O', ', O', 'all O', 'you O', 'could O', 'say O', 'is O', ', O', 'well O', ', O', 'I O', 'have O', 'that O', 'one O', 'band O', 'in O', '52 S-DATE', 'and O', 'it O', 'does O', ""n't O"", 'belong O', 'to O', 'her O', '. O']"
"But I think that for both those reasons, your Honor, I am entitled to ask this witness about the presumptive tests part because, as I said, there is already testimony about the chemical tests that they did on April 2nd and the second reason being for a suggestion that we haven't done anything to indicate the proof of those red balls are blood.",347234,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'S-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['But O', 'I O', 'think O', 'that O', 'for O', 'both O', 'those O', 'reasons O', ', O', 'your O', 'Honor O', ', O', 'I O', 'am O', 'entitled O', 'to O', 'ask O', 'this O', 'witness O', 'about O', 'the O', 'presumptive O', 'tests O', 'part O', 'because O', ', O', 'as O', 'I O', 'said O', ', O', 'there O', 'is O', 'already O', 'testimony O', 'about O', 'the O', 'chemical O', 'tests O', 'that O', 'they O', 'did O', 'on O', 'April B-DATE', '2nd E-DATE', 'and O', 'the O', 'second S-ORDINAL', 'reason O', 'being O', 'for O', 'a O', 'suggestion O', 'that O', 'we O', 'have O', ""n't O"", 'done O', 'anything O', 'to O', 'indicate O', 'the O', 'proof O', 'of O', 'those O', 'red O', 'balls O', 'are O', 'blood O', '. O']"
"MR. COCHRAN: The people who actually took the things, and they were taken on June 13th of 1994; is that right?",379907,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O']",1,"['MR O', '. O', 'COCHRAN S-PERSON', ': O', 'The O', 'people O', 'who O', 'actually O', 'took O', 'the O', 'things O', ', O', 'and O', 'they O', 'were O', 'taken O', 'on O', 'June B-DATE', '13th I-DATE', 'of I-DATE', '1994 E-DATE', '; O', 'is O', 'that O', 'right O', '? O']"
This autorad was reviewed by myself and then independently by a second reader.,412893,['0'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORDINAL', 'O', 'O']",1,"['This O', 'autorad O', 'was O', 'reviewed O', 'by O', 'myself O', 'and O', 'then O', 'independently O', 'by O', 'a O', 'second S-ORDINAL', 'reader O', '. O']"
"MR. COCHRAN: And again, you just rounded it up, on the bill you rounded it up to like 4 minutes?",266044,['0'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'E-TIME', 'O']",1,"['MR O', '. O', 'COCHRAN S-PERSON', ': O', 'And O', 'again O', ', O', 'you O', 'just O', 'rounded O', 'it O', 'up O', ', O', 'on O', 'the O', 'bill O', 'you O', 'rounded O', 'it O', 'up O', 'to O', 'like B-TIME', '4 I-TIME', 'minutes E-TIME', '? O']"
"AND NOW, YOU KNOW, WE'RE IN THE BUSINESS OR WE'VE BEEN SETTING UP THIS ELABORATE PICKUP AND DELIVERY SCHEDULE WHERE WE WILL GET THE EVIDENCE WHERE WE SAID WE WOULD ON FRIDAY AND NOW THEY WANT IT TO BE SOMEPLACE ELSE ON SATURDAY AND SUNDAY.",45922,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'S-DATE', 'O']",1,"['AND O', 'NOW O', ', O', 'YOU O', 'KNOW O', ', O', ""WE'RE O"", 'IN O', 'THE O', 'BUSINESS O', 'OR O', ""WE'VE O"", 'BEEN O', 'SETTING O', 'UP O', 'THIS O', 'ELABORATE O', 'PICKUP O', 'AND O', 'DELIVERY O', 'SCHEDULE O', 'WHERE O', 'WE O', 'WILL O', 'GET O', 'THE O', 'EVIDENCE O', 'WHERE O', 'WE O', 'SAID O', 'WE O', 'WOULD O', 'ON O', 'FRIDAY S-DATE', 'AND O', 'NOW O', 'THEY O', 'WANT O', 'IT O', 'TO O', 'BE O', 'SOMEPLACE O', 'ELSE O', 'ON O', 'SATURDAY S-DATE', 'AND O', 'SUNDAY S-DATE', '. O']"
"Therefore, he couldn't raise it for the first time on appeal.",290086,['0'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORDINAL', 'O', 'O', 'O', 'O']",1,"['Therefore O', ', O', 'he O', 'could O', ""n't O"", 'raise O', 'it O', 'for O', 'the O', 'first S-ORDINAL', 'time O', 'on O', 'appeal O', '. O']"
"My opinion, when I examined the skin, the healing on Friday, that is about four or five days after it occurred, after the injury occurred, was that it was irregular and more likely due to a broken piece of glass than to a sharp knife.",367068,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['My O', 'opinion O', ', O', 'when O', 'I O', 'examined O', 'the O', 'skin O', ', O', 'the O', 'healing O', 'on O', 'Friday S-DATE', ', O', 'that O', 'is O', 'about B-DATE', 'four I-DATE', 'or I-DATE', 'five I-DATE', 'days E-DATE', 'after O', 'it O', 'occurred O', ', O', 'after O', 'the O', 'injury O', 'occurred O', ', O', 'was O', 'that O', 'it O', 'was O', 'irregular O', 'and O', 'more O', 'likely O', 'due O', 'to O', 'a O', 'broken O', 'piece O', 'of O', 'glass O', 'than O', 'to O', 'a O', 'sharp O', 'knife O', '. O']"
DR. LAKSHMANAN: Just the first two paragraphs.,236301,['0'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'S-ORDINAL', 'S-CARDINAL', 'O', 'O']",1,"['DR O', '. O', 'LAKSHMANAN S-PERSON', ': O', 'Just O', 'the O', 'first S-ORDINAL', 'two S-CARDINAL', 'paragraphs O', '. O']"
"I am concerned, however, about that six-week delay between the time that the issue was presented to the court to allow the combination of those answers and before the actual commencement of the testing.",403416,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['I O', 'am O', 'concerned O', ', O', 'however O', ', O', 'about B-DATE', 'that I-DATE', 'six-week E-DATE', 'delay O', 'between O', 'the O', 'time O', 'that O', 'the O', 'issue O', 'was O', 'presented O', 'to O', 'the O', 'court O', 'to O', 'allow O', 'the O', 'combination O', 'of O', 'those O', 'answers O', 'and O', 'before O', 'the O', 'actual O', 'commencement O', 'of O', 'the O', 'testing O', '. O']"
"(At 4:00 P.M., an adjournment was taken until, Monday, May 22, 1995, 9:00 A:M.) SUPERIOR COURT OF THE STATE OF CALIFORNIA FOR THE COUNTY OF LOS ANGELES Department no.",206723,['1'],"['O', 'O', 'B-TIME', 'E-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-GPE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'E-ORG', 'O', 'O']",1,"['( O', 'At O', '4:00 B-TIME', 'P.M. E-TIME', ', O', 'an O', 'adjournment O', 'was O', 'taken O', 'until B-DATE', ', I-DATE', 'Monday I-DATE', ', I-DATE', 'May I-DATE', '22 I-DATE', ', I-DATE', '1995 I-DATE', ', I-DATE', '9:00 E-DATE', 'A O', ': O', 'M O', '. O', ') O', 'SUPERIOR O', 'COURT O', 'OF O', 'THE O', 'STATE O', 'OF O', 'CALIFORNIA S-GPE', 'FOR O', 'THE B-ORG', 'COUNTY I-ORG', 'OF I-ORG', 'LOS I-ORG', 'ANGELES I-ORG', 'Department E-ORG', 'no O', '. O']"
"AND I THINK WHEN THE COURT INCORPORATES, AND I'M CONFIDENT WHEN THE COURT INCORPORATES THAT THIS LATE ATTEMPT IS DESIGNED TO STALL THIS TRIAL, THAT WHEN THE COURT WEIGHS THAT FACT AGAINST THE PEOPLE'S RIGHT TO DUE PROCESS UNDER THE CALIFORNIA CONSTITUTION, THAT THE COURT SHOULD DENY IN TOTAL THIS PARTICULAR NOTICE OF OBJECTIONS AND ANY ATTEMPT BY THIS DEFENDANT TO FORCE THIS COURT TO CONVENE THE ADMISSIBILITY HEARING THAT MR. SIMPSON PERSONALLY GAVE UP ON JANUARY 4TH OF THIS YEAR.",132357,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'B-DATE', 'E-DATE', 'O']",1,"['AND O', 'I O', 'THINK O', 'WHEN O', 'THE O', 'COURT O', 'INCORPORATES O', ', O', 'AND O', ""I'M O"", 'CONFIDENT O', 'WHEN O', 'THE O', 'COURT O', 'INCORPORATES O', 'THAT O', 'THIS O', 'LATE O', 'ATTEMPT O', 'IS O', 'DESIGNED O', 'TO O', 'STALL O', 'THIS O', 'TRIAL O', ', O', 'THAT O', 'WHEN O', 'THE O', 'COURT O', 'WEIGHS O', 'THAT O', 'FACT O', 'AGAINST O', 'THE O', ""PEOPLE'S O"", 'RIGHT O', 'TO O', 'DUE O', 'PROCESS O', 'UNDER O', 'THE O', 'CALIFORNIA S-GPE', 'CONSTITUTION O', ', O', 'THAT O', 'THE O', 'COURT O', 'SHOULD O', 'DENY O', 'IN O', 'TOTAL O', 'THIS O', 'PARTICULAR O', 'NOTICE O', 'OF O', 'OBJECTIONS O', 'AND O', 'ANY O', 'ATTEMPT O', 'BY O', 'THIS O', 'DEFENDANT O', 'TO O', 'FORCE O', 'THIS O', 'COURT O', 'TO O', 'CONVENE O', 'THE O', 'ADMISSIBILITY O', 'HEARING O', 'THAT O', 'MR O', '. O', 'SIMPSON S-PERSON', 'PERSONALLY O', 'GAVE O', 'UP O', 'ON O', 'JANUARY B-DATE', '4TH E-DATE', 'OF O', 'THIS B-DATE', 'YEAR E-DATE', '. O']"
"AND SIMPLY ALLOWING HIM TO GET UP AND DO PHYSICAL DEMONSTRATIONS WITHOUT BEING CROSS-EXAMINED, WITHOUT ALLOWING US TO HAVE A DOCTOR EXAMINE HIM TO DETERMINE WHAT HIS STATUS IS TODAY VERSUS WHAT IT WAS THEN, THERE'S JUST NO RELIABILITY TO THE DEMONSTRATION PROFFERED BY COUNSEL.",7344,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Token[13]: ""CROSS-EXAMINED', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['AND O', 'SIMPLY O', 'ALLOWING O', 'HIM O', 'TO O', 'GET O', 'UP O', 'AND O', 'DO O', 'PHYSICAL O', 'DEMONSTRATIONS O', 'WITHOUT O', 'BEING O', 'CROSS-EXAMINED O', ', O', 'WITHOUT O', 'ALLOWING O', 'US O', 'TO O', 'HAVE O', 'A O', 'DOCTOR O', 'EXAMINE O', 'HIM O', 'TO O', 'DETERMINE O', 'WHAT O', 'HIS O', 'STATUS O', 'IS O', 'TODAY S-DATE', 'VERSUS O', 'WHAT O', 'IT O', 'WAS O', 'THEN O', ', O', ""THERE'S O"", 'JUST O', 'NO O', 'RELIABILITY O', 'TO O', 'THE O', 'DEMONSTRATION O', 'PROFFERED O', 'BY O', 'COUNSEL O', '. O']"
That was in 1895.,340937,['1'],"['O', 'O', 'O', 'S-DATE', 'O']",1,"['That O', 'was O', 'in O', '1895 S-DATE', '. O']"
"On three occasions I think, three or four over several months.",362168,['1'],"['O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'S-CARDINAL', 'O', 'B-DATE', 'E-DATE', 'O']",1,"['On O', 'three S-CARDINAL', 'occasions O', 'I O', 'think O', ', O', 'three S-CARDINAL', 'or O', 'four S-CARDINAL', 'over O', 'several B-DATE', 'months E-DATE', '. O']"
"What year was it that you reviewed, that is authored a scientific publication about the FBI's databases?",270118,['0'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORG', 'O', 'O', 'O']",1,"['What O', 'year O', 'was O', 'it O', 'that O', 'you O', 'reviewed O', ', O', 'that O', 'is O', 'authored O', 'a O', 'scientific O', 'publication O', 'about O', 'the O', 'FBI S-ORG', ""'s O"", 'databases O', '? O']"
"FEBRUARY 7TH, I MENTIONED THEM IN ANOTHER LETTER.",41769,['1'],"['B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['FEBRUARY B-DATE', '7TH E-DATE', ', O', 'I O', 'MENTIONED O', 'THEM O', 'IN O', 'ANOTHER O', 'LETTER O', '. O']"
"MR. BODZIAK: The footwear impressions that I--that I incur daily, the typical scenario of what I get in a case is a crime occurs anywhere from two to three months away.",420569,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O']",1,"['MR O', '. O', 'BODZIAK S-PERSON', ': O', 'The O', 'footwear O', 'impressions O', 'that O', 'I O', '-- O', 'that O', 'I O', 'incur O', 'daily O', ', O', 'the O', 'typical O', 'scenario O', 'of O', 'what O', 'I O', 'get O', 'in O', 'a O', 'case O', 'is O', 'a O', 'crime O', 'occurs O', 'anywhere O', 'from B-DATE', 'two I-DATE', 'to I-DATE', 'three I-DATE', 'months E-DATE', 'away O', '. O']"
What row did you occupy that night in first class?,310292,['0'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORDINAL', 'O', 'O']",1,"['What O', 'row O', 'did O', 'you O', 'occupy O', 'that O', 'night O', 'in O', 'first S-ORDINAL', 'class O', '? O']"
"AND THAT'S THE WAY TO GO ABOUT CROSS-EXAMINE -- REDIRECT EXAMINATION, ALTHOUGH WE DID SEE SOME CROSS-EXAMINATION OF THEIR WITNESS TODAY ALSO.",86971,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Token[7]: ""CROSS-EXAMINE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Token[17]: ""CROSS-EXAMINATION', 'O', 'O', 'O', 'S-DATE', 'O', 'O']",1,"['AND O', ""THAT'S O"", 'THE O', 'WAY O', 'TO O', 'GO O', 'ABOUT O', 'CROSS-EXAMINE O', '-- O', 'REDIRECT O', 'EXAMINATION O', ', O', 'ALTHOUGH O', 'WE O', 'DID O', 'SEE O', 'SOME O', 'CROSS-EXAMINATION O', 'OF O', 'THEIR O', 'WITNESS O', 'TODAY S-DATE', 'ALSO O', '. O']"
"MR. NEUFELD: I think there are two gentlemen who will read the Grand Jury testimony, which should take I would say less than three or four minutes, and then the playing of the tape, which will take less than 10 minutes, and then I believe you have the Bosco matter and then we would have Mr. Scheck and Mr. Clarke on the contamination.",347877,['0'],"['S-PERSON', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'E-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'E-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O']",1,"['MR S-PERSON', '. O', 'NEUFELD S-PERSON', ': O', 'I O', 'think O', 'there O', 'are O', 'two S-CARDINAL', 'gentlemen O', 'who O', 'will O', 'read O', 'the O', 'Grand O', 'Jury O', 'testimony O', ', O', 'which O', 'should O', 'take O', 'I O', 'would O', 'say O', 'less B-TIME', 'than I-TIME', 'three I-TIME', 'or I-TIME', 'four I-TIME', 'minutes E-TIME', ', O', 'and O', 'then O', 'the O', 'playing O', 'of O', 'the O', 'tape O', ', O', 'which O', 'will O', 'take O', 'less B-TIME', 'than I-TIME', '10 I-TIME', 'minutes E-TIME', ', O', 'and O', 'then O', 'I O', 'believe O', 'you O', 'have O', 'the O', 'Bosco S-PERSON', 'matter O', 'and O', 'then O', 'we O', 'would O', 'have O', 'Mr. O', 'Scheck S-PERSON', 'and O', 'Mr. O', 'Clarke S-PERSON', 'on O', 'the O', 'contamination O', '. O']"
"Q: AND THE CORONER'S OFFICE -- IN YOUR 28 YEARS, YOU KNOW THAT THE CORONER'S OFFICE CAN ASSIST IN DETERMINING THE TIME OF DEATH AND GENERALLY THE CORONERS DO COME TO COURT AND TESTIFY; ISN'T THAT CORRECT?",52728,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['Q O', ': O', 'AND O', 'THE O', ""CORONER'S O"", 'OFFICE O', '-- O', 'IN O', 'YOUR O', '28 B-DATE', 'YEARS E-DATE', ', O', 'YOU O', 'KNOW O', 'THAT O', 'THE O', ""CORONER'S O"", 'OFFICE O', 'CAN O', 'ASSIST O', 'IN O', 'DETERMINING O', 'THE O', 'TIME O', 'OF O', 'DEATH O', 'AND O', 'GENERALLY O', 'THE O', 'CORONERS O', 'DO O', 'COME O', 'TO O', 'COURT O', 'AND O', 'TESTIFY O', '; O', ""ISN'T O"", 'THAT O', 'CORRECT O', '? O']"
