Sentence,Data_Split,Case_Name,Transcript_Date,Case_Type,Transcript_Type,Silver_Flair_Date_Detected,Silver_Flair_Entities,Silver_BIOES_NER_Tags,Gold_BIOES_NER_Tags,Sentence_NER_Annotated,Annotator_Source,NER_Annotator_Source
"When you say, ""brief,"" what do you mean?",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
 Probably no more than 30 minutes.,TST,Gonzalez,6/26/2017,Civil,Trial,0.0,[],"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Probably no more than 30 minutes.,EJG,
 Does that sound about right?,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
 Yes.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
 All right.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
This case has been long in preparation.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Obviously, you know, a lot of time and effort has gone into it, so I think a 30-minute opening statement would be appropriate, so I am going to permit that.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Now, any other matters we should take up before we actually get to opening statement?",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" Just an administerial matter, Your Honor.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
What's your expectation with respect to breaks and the length of the trial day?,TR,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" Well, I think I'd like to go from 9:00 to :00 every day.",TR,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Sometimes, you know, in the past, I've gone much longer in court trials, but the problem here is our reporter is preparing a real-time transcript, and she's alone in the courtroom, so I don't think we can go any longer than that, you know, on a daily basis.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"I'll schedule a mid-morning break, a mid-afternoon break, an hour and a half for lunch.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
All right?,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" Thank you, Your Honor.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" Yes, Your Honor.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" What I tell the jury when there's a jury trial, an hour and a half is not so the lawyers can eat a big lunch, but obviously you want have to have time to prepare the witnesses for the afternoon, and that kind of matters.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
So an hour and a half for lunch.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
All right.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
So that will be the usual schedule.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Now, if we have some witness who might, you know, be close to being finished by 5:00 o'clock, you know, maybe we'll try to finish that witness off, but that's about it.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
Okay?,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
 We appreciate that.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"We have witnesses who are traveling from Phoenix, and they don't want to stay an extra night.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" And then, speaking of that, if you have witnesses that need to be taken out of order, you know, discuss it  with  counsel  first  and  then, you know,  if  necessary, you  can make  a  motion,  either  side.",TR,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
Okay?,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"MR.  REISS:  Thank  you,  Your  Honor.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"MS.  COOPER:  Thank  you,  Your  Honor.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
THE  COURT:  Anything  else  preliminarily?,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"MR.  REISS:  Not  from  plaintiffs,  Your  Honor.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
THE  COURT:  Okay.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
Then  we'll  start  the  trial  with  the opening  statements.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Plaintiffs,  of  course,  have  the  burden  of proof,  and  we'll  hear  first  from  the  plaintiffs.",TST,Gonzalez,6/26/2017,Civil,Trial,0.0,[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Plaintiffs,  of  course,  have  the  burden  of proof,  and  we'll  hear  first  from  the  plaintiffs.",EJG,
"MR.  QUINN:  Good  morning,  Your  Honor.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
THE  COURT:  Good  morning.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
 This case is about the elimination of the Mexican-American Studies program by the State of Arizona.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"It is essentially undisputed that the MAS program was specifically targeted by the State of Arizona for elimination, a program that was comprised of up to 90 percent Mexican-American students.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
There's two questions that need to be answered in the context of this case.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
R.S.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
R.S.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"15-112 enacted and/or enforced for narrowly partisan political, or racial reasons in violation of the First Amendment.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Now, the evidence will show that the answer to those questions is unequivocally yes, on both counts.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"The program itself, and you'll hear from a couple of witnesses, Curtis Acosta, who taught the program, in the program for a decade, and Sean Arce, who was first a teacher and then the director of the program, and then we'll tell you what the program was all about, they will tell you that the program used educational concepts that were widely taught all over the United States.",TR,Gonzalez,6/26/2017,Civil,Trial,1.0,"[{'text': 'a decade', 'score': 0.903, 'start_pos': 122, 'end_pos': 130}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"It was clearly a new and innovative program, and it's a program that, since its elimination, has been copied all over the United States.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
It was a program designed to close the historic achievement gap between Mexican-American students and white students here in Arizona.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
And that is exactly what the program accomplished.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Your Honor, you're going to hear from  and you've already probably read their direct testimony  three experts for the plaintiffs.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" He did a detailed regression analysis covering over four years, and concluded unequivocally that this program led to higher test scores, higher graduation rates, and in fact the more students that took Mexican-American study program courses, the better they did.",TR,Gonzalez,6/26/2017,Civil,Trial,1.0,"[{'text': 'four years', 'score': 0.739, 'start_pos': 53, 'end_pos': 63}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
It confirmed earlier studies that in fact showed that this was an enormously successful program.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
The defense did not counter with an expert to try to show that in fact its success was not the case.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Rather, they have an expert who comes in and sort of criticizes Dr. Cabrera's analysis around the edges.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"But even the defense expert admitted that the results of that study were impressive and that the program, assuming that Dr. Cabrera's analysis was correct, was in fact enormously successful.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"The bottom line is, Your Honor, the program was working.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"You'll also hear from Dr. Angela Valenzuela, who is a nationally known expert on curriculum.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
Indeed she's authored the leading textbook in that regard.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
She has testified that the program was pedagogically and substantially and substantively sound.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"In fact, she testified that the very structure and pedagogy of the program were the reasons for its enormous success.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"She will also, and has explained, the dangers of what's been known as subtractive schooling, which is the notion of trying to force students to assimilate.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"These are concepts, Your Honor, that are widely accepted in education circles throughout the United States.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"The third expert, Dr. Stephen Pitti, is a Yale historian, and an expert, a recognized expert, in discrimination, particularly with regard to education of Mexican-American students in the Southwest.",TR,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"He has testified that in fact this statute wasn't passed in a vacuum, that there was a half-dozen similar statutes in the same time period.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"The Arizona legislators were seeking to pass statutes that dealt with anti-immigration specifically focused on Mexicans, including what turned out to be an infamous statute, the stop-and-check statute, which was struck down by the Supreme Court of the United States.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
He also testified about code words that are used.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Tom Horne's reference to American values and rudeness and communists, these are the kinds of code words used to hide racial animus.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Of course, he testified about Mr. Huppenthal's racial blogs.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Now, I just want to briefly go over what the evidence is going to show with regard to how the statute came into place and how it was enforced.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Can we bring up the timeline, Jorge?",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
Your Honor will recall that this program for nearly a decade was no problem for the State of Arizona.,TR,Gonzalez,6/26/2017,Civil,Trial,1.0,"[{'text': 'nearly a decade', 'score': 0.797, 'start_pos': 45, 'end_pos': 60}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
It was strongly supported by the Tucson School District and by the people of Tucson.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"But in April of 2006, a woman by the name of Dolores Huerta, a famous and well-known civil rights expert, a co-founder with Cesar Chavez of the United Farm Workers, was invited to speak at the Tucson High School.",TST,Gonzalez,6/26/2017,Civil,Trial,1.0,"[{'text': 'April of 2006', 'score': 0.913, 'start_pos': 7, 'end_pos': 20}]","['O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","But in xxxApril of 2006xxx, a woman by the name of Dolores Huerta, a famous and well-known civil rights expert, a co-founder with Cesar Chavez of the United Farm Workers, was invited to speak at the Tucson High School.",EJG,
And it was during her speech that she asked the students what has now become the focal point of how all of this started.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
She asked the students why Republicans hate Latinos.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"That was not the subject matter of her speech, but it came up during that  during that speech and it became a big deal.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
There was a lot of coverage.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Obviously it was a partisan statement, it was a political statement.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"And as a result of that, Superintendent Tom Horne, the education superintendent at the time, asked to have his assistant, Margaret Dugan, respond to the statement made by Ms. Huerta.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
Margaret Dugan came and she gave her response.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"She talked about being a Republican and a proud Latina, again, focused on politics.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"And there was a protest, a silent protest, by students.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"The evidence will show, notwithstanding what Mr. Horne assumed, this was not a protest by Mexican-American studies students.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"It was a protest, a silent and respectful protest.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Notwithstanding of that, Mr. Horne took great umbrage, thought it was rude, and assumed that the teachers from the Mexican-American study program had orchestrated this particular protest.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Now, the evidence will show that that was not the case.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
The evidence will show that in fact the students who did protest were not by any means all from the  involved in the Mexican-American studies program.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"There were black students, there were white students, there were Mexican students who protested, and they were protesting because, unlike in the speech by Dolores Huerta, where students were asked  allowed to ask questions, they were specifically told that they could not ask questions of Ms. Dugan, and, hence, they taped their mouths and silently eventually stood and walked out.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"This, as I said, apparently outraged Mr. Horne.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
He then decided that he was going to target this program for elimination.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"He wrote an open letter to the citizens of Tucson, talking about how the students were rude and how the Mexican-American teachers had put the students up to this, none of which was true, and he urged that the Tucson School District and the citizens of Tucson shut the program down.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"The school district actually stood up and said, no, we support the program.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
We think it's a terrific program.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"So then Mr. Horne decides: Well, I'll see if I can get legislation passed to shut the program down.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"And over the next three years he either supported, and indeed on a couple of occasions actually wrote bills specifically  and the testimony will show  quote, to get rid of the MAS program.",TR,Gonzalez,6/26/2017,Civil,Trial,1.0,"[{'text': 'the next three years', 'score': 0.794, 'start_pos': 9, 'end_pos': 29}]","['O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"Interestingly enough, while he was writing these bills, particularly the one that was eventually passed in 2010, he was also running for the Arizona Attorney General's Office.",TR,Gonzalez,6/26/2017,Civil,Trial,1.0,"[{'text': '2010', 'score': 0.996, 'start_pos': 107, 'end_pos': 111}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"Indeed, he was running, among other things, to get that political office by citing his attempts to eliminate the MAS program.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
The bill was passed.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"And on December 30th, the last day that Horne was in office, he issues a finding of a violation.",TR,Gonzalez,6/26/2017,Civil,Trial,1.0,"[{'text': 'December 30th', 'score': 0.935, 'start_pos': 7, 'end_pos': 20}, {'text': 'the last day', 'score': 0.86, 'start_pos': 22, 'end_pos': 34}]","['O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"Unfortunately, and this goes to the procedural aspects of all of this, the legislation was not yet in effect.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
It didn't come into effect for two more days.,TR,Gonzalez,6/26/2017,Civil,Trial,1.0,"[{'text': 'two more days', 'score': 0.687, 'start_pos': 31, 'end_pos': 44}]","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE']",,,,
"His finding was premature, and it was based on things that had happened prior to the actual law going into effect.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"The evidence will show that over the next few years, Attorney General Horne boasted about eliminating the MAS program as part of his political campaign.",TR,Gonzalez,6/26/2017,Civil,Trial,1.0,"[{'text': 'the next few years', 'score': 0.906, 'start_pos': 33, 'end_pos': 51}]","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
"Let's look at the actions that were taken by his successor, who was running for his office at the same time that Horne was running for the Attorney General's Office.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"He too, Mr. Huppenthal, wanted to take credit for getting rid of the MAS program.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
He campaigned on doing that.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"In fact, when he was still senator, while the bill, then called HB2281, was being discussed, he actually added a couple of amendments to the bill, where, number one, he wanted to be sure that the superintendent would be able to enforce the bill, and, secondly, he didn't want it to go into effect until he was the superintendent.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
